date,bubbles,vnindex,vnindex_growth,Imports of goods and services (annual % growth),Exports of goods and services (constant 2015 US$),Final consumption expenditure (constant 2015 US$),General government final consumption expenditure (annual % growth),Current account balance (% of GDP),Lending interest rate (%),Consumer price index (2010 = 100),Broad money (current LCU),Net domestic credit (current LCU),"Official exchange rate (LCU per US$, period average)",Imports of goods and services (% of GDP),Gross capital formation (annual % growth),Broad money to total reserves ratio,Monetary Sector credit to private sector (% GDP),Gross domestic savings (% of GDP),GDP growth (annual %),GNI (constant 2015 US$),Trade (% of GDP),Domestic credit to private sector (% of GDP),Deposit interest rate (%),Broad money growth (annual %),"Personal remittances, received (current US$)","Foreign direct investment, net (BoP, current US$)","Net primary income (BoP, current US$)","Primary income payments (BoP, current US$)",Gross capital formation (constant 2015 US$),Exports of goods and services (annual % growth),Gross national expenditure (% of GDP),Final consumption expenditure (annual % growth),"Total debt service (% of exports of goods, services and primary income)","Use of IMF credit (DOD, current US$)","Interest rate spread (lending rate minus deposit rate, %)","Inflation, consumer prices (annual %)",GNI growth (annual %),GDP (constant 2015 US$),Exports of goods and services (% of GDP),Gross national expenditure (constant 2015 US$),Final consumption expenditure (% of GDP),Households and NPISHs Final consumption expenditure (annual % growth),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Personal remittances, received (% of GDP)","Goods exports (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Current account balance (BoP, current US$)","Imports of goods and services (BoP, current US$)","Multilateral debt service (TDS, current US$)","Debt service on external debt, total (TDS, current US$)",Short-term debt (% of total external debt),"IBRD loans and IDA credits (DOD, current US$)","External debt stocks, total (DOD, current US$)",Public and publicly guaranteed debt service (% of GNI),Total debt service (% of GNI),Households and NPISHs Final consumption expenditure (constant 2015 US$),General government final consumption expenditure (% of GDP)
3/1/2007,1,1123.07,0.07,24.18074699,80032980458,1.06E+11,8.584704343,-9.428496355,12.24236264,73.41275698,1.31E+15,1.17E+15,16150.61538,84.06288131,22.0629062,3.447770991,85.00116821,25.68366406,6.790796805,1.48E+11,154.5389445,85.00116821,8.701250001,42.55019653,6324230769,-7153615385,-2700230769,3910307692,51204559985,12.7769484,113.1734186,9.238108363,2.184425353,228643521,3.541112637,11.75314108,6.238361569,1.52E+11,70.47606322,1.57E+11,74.31633594,9.29241163,2.006230769,7.724937607,51820384615,-11779230769,-7846153846,69854846154,134092056.1,1287979799,18.27327692,4707446538,23911287748,1.358869124,1.617638327,90270378047,5.570493429
4/2/2007,1,1055.1,-0.06,23.26379961,80850555128,1.06E+11,8.478325843,-9.577442018,12.59648352,74.6520116,1.33E+15,1.19E+15,16165.77885,84.05467194,20.48444129,3.491615339,84.78832848,25.46536544,6.677894245,1.48E+11,154.516798,84.78832848,9.104166668,40.36492958,6372307692,-7366153846,-2870307692,4095076923,51448317124,12.86925041,113.1553211,9.080005771,2.164384233,225235551.5,3.49231685,12.88937181,6.158790816,1.52E+11,70.46212609,1.58E+11,74.53463456,9.130011692,1.998307692,7.63891405,52906846154,-11974607692,-8143838462,71211761538,136449097.4,1300142056,18.03266923,4747681385,24169920578,1.351679551,1.602432007,90793603848,5.575952478
5/2/2007,1,935.48,-0.11,22.34685223,81668129797,1.07E+11,8.371947344,-9.726387682,12.9506044,75.89126623,1.35E+15,1.22E+15,16180.94231,84.04646258,18.90597638,3.535459687,84.57548876,25.24706683,6.564991686,1.49E+11,154.4946515,84.57548876,9.507083335,38.17966264,6420384615,-7578692308,-3040384615,4279846154,51692074264,12.96155242,113.1372237,8.92190318,2.144343113,221827582,3.443521062,14.02560253,6.079220063,1.53E+11,70.44818896,1.59E+11,74.75293317,8.967611755,1.990384615,7.552890492,53993307692,-12169984615,-8441523077,72568676923,138806138.6,1312304314,17.79206154,4787916231,24428553409,1.344489979,1.587225686,91316829648,5.581411528
6/1/2007,1,1077.36,0.15,21.42990485,82485704467,1.08E+11,8.265568844,-9.875333345,13.30472528,77.13052085,1.37E+15,1.24E+15,16196.10577,84.03825322,17.32751147,3.579304035,84.36264904,25.02876821,6.452089126,1.50E+11,154.472505,84.36264904,9.910000002,35.99439569,6468461538,-7791230769,-3210461538,4464615385,51935831403,13.05385443,113.1191262,8.763800589,2.124301993,218419612.5,3.394725275,15.16183326,5.99964931,1.54E+11,70.43425183,1.60E+11,74.97123179,8.805211818,1.982461538,7.466866935,55079769231,-12365361538,-8739207692,73925592308,141163179.9,1324466571,17.55145385,4828151077,24687186239,1.337300406,1.572019366,91840055448,5.586870577
7/2/2007,1,994.17,-0.08,20.51295748,83303279137,1.08E+11,8.159190344,-10.02427901,13.65884615,78.36977548,1.39E+15,1.26E+15,16211.26923,84.03004386,15.74904656,3.623148382,84.14980931,24.81046959,6.339186566,1.50E+11,154.4503586,84.14980931,10.31291667,33.80912874,6516538462,-8003769231,-3380538462,4649384615,52179588543,13.14615645,113.1010287,8.605697998,2.104260872,215011642.9,3.345929487,16.29806399,5.920078558,1.54E+11,70.42031471,1.60E+11,75.18953041,8.642811881,1.974538462,7.380843377,56166230769,-12560738462,-9036892308,75282507692,143520221.2,1336628829,17.31084615,4868385923,24945819070,1.330110834,1.556813045,92363281248,5.592329627
8/1/2007,1,923.14,-0.07,19.5960101,84120853807,1.09E+11,8.052811844,-10.17322467,14.01296703,79.6090301,1.41E+15,1.28E+15,16226.43269,84.0218345,14.17058164,3.66699273,83.93696959,24.59217097,6.226284006,1.51E+11,154.4282121,83.93696959,10.71583334,31.62386179,6564615385,-8216307692,-3550615385,4834153846,52423345682,13.23845846,113.0829312,8.447595407,2.084219752,211603673.4,3.2971337,17.43429471,5.840507805,1.55E+11,70.40637758,1.61E+11,75.40782903,8.480411944,1.966615385,7.29481982,57252692308,-12756115385,-9334576923,76639423077,145877262.5,1348791086,17.07023846,4908620769,25204451900,1.322921261,1.541606725,92886507048,5.597788676
9/4/2007,1,929.85,0.01,18.67906272,84938428476,1.10E+11,7.946433345,-10.32217034,14.36708791,80.84828473,1.43E+15,1.31E+15,16241.59615,84.01362514,12.59211673,3.710837078,83.72412987,24.37387236,6.113381447,1.52E+11,154.4060656,83.72412987,11.11875,29.43859485,6612692308,-8428846154,-3720692308,5018923077,52667102822,13.33076047,113.0648338,8.289492816,2.064178632,208195703.9,3.248337912,18.57052544,5.760937052,1.56E+11,70.39244045,1.62E+11,75.62612764,8.318012007,1.958692308,7.208796262,58339153846,-12951492308,-9632261538,77996338462,148234303.7,1360953344,16.82963077,4948855615,25463084731,1.315731689,1.526400404,93409732848,5.603247726
10/1/2007,1,1084.39,0.17,17.76211534,85756003146,1.10E+11,7.840054845,-10.471116,14.72120879,82.08753935,1.45E+15,1.33E+15,16256.75962,84.00541577,11.01365182,3.754681426,83.51129014,24.15557374,6.000478887,1.52E+11,154.3839191,83.51129014,11.52166667,27.2533279,6660769231,-8641384615,-3890769231,5203692308,52910859961,13.42306248,113.0467363,8.131390224,2.044137512,204787734.4,3.199542125,19.70675617,5.681366299,1.56E+11,70.37850332,1.63E+11,75.84442626,8.155612069,1.950769231,7.122772705,59425615385,-13146869231,-9929946154,79353253846,150591345,1373115601,16.58902308,4989090462,25721717561,1.308542116,1.511194084,93932958649,5.608706775
11/1/2007,1,1075.92,-0.01,16.84516796,86573577816,1.11E+11,7.733676345,-10.62006166,15.07532967,83.32679398,1.47E+15,1.35E+15,16271.92308,83.99720641,9.435186907,3.798525773,83.29845042,23.93727512,5.887576327,1.53E+11,154.3617726,83.29845042,11.92458334,25.06806095,6708846154,-8853923077,-4060846154,5388461538,53154617101,13.51536449,113.0286388,7.973287633,2.024096391,201379764.9,3.150746337,20.8429869,5.601795547,1.57E+11,70.3645662,1.64E+11,76.06272488,7.993212132,1.942846154,7.036749147,60512076923,-13342246154,-10227630769,80710169231,152948386.3,1385277859,16.34841538,5029325308,25980350392,1.301352544,1.495987763,94456184449,5.614165825
12/3/2007,0,987.96,-0.08,15.92822058,87391152485,1.11E+11,7.627297846,-10.76900733,15.42945055,84.5660486,1.49E+15,1.38E+15,16287.08654,83.98899705,7.856721995,3.842370121,83.08561069,23.71897651,5.774673768,1.53E+11,154.3396261,83.08561069,12.3275,22.88279401,6756923077,-9066461538,-4230923077,5573230769,53398374240,13.6076665,113.0105414,7.815185042,2.004055271,197971795.4,3.10195055,21.97921762,5.522224794,1.57E+11,70.35062907,1.65E+11,76.28102349,7.830812195,1.934923077,6.95072559,61598538462,-13537623077,-10525315385,82067084615,155305427.5,1397440116,16.10780769,5069560154,26238983222,1.294162971,1.480781443,94979410249,5.619624874
1/2/2008,0,921.07,-0.07,13.33186853,87863691395,1.12E+11,7.52673398,-10.5575797,15.34398901,86.24865149,1.54E+15,1.45E+15,16360.92949,83.06668353,6.127034892,4.110906172,84.4458158,23.67201098,5.641473234,1.54E+11,152.8089287,84.4458158,12.35961539,21.12330732,6744615385,-9096000000,-4295384615,5605923077,53820073413,12.25496648,112.8726057,7.272621727,2.011591104,224048866,2.984373626,21.85402792,5.337884608,1.59E+11,69.74224518,1.66E+11,76.32798902,7.25176962,1.912615385,6.773452642,62255076923,-13448000000,-10498769231,82613692308,162034031.4,1415801470,15.77031538,5201641923,26977956367,1.293676681,1.465832312,95668080259,5.636878039
2/1/2008,0,859.62,-0.07,11.65246386,87518655635,1.12E+11,7.532548614,-10.19720641,14.90440659,86.69199975,1.57E+15,1.50E+15,16419.60897,82.15257938,5.975812701,4.335597875,86.01886064,23.84334407,5.62117526,1.55E+11,151.3003778,86.01886064,11.98881411,21.54908758,6684230769,-8913000000,-4189769231,5453846154,53998015446,10.80996444,112.7527675,6.888161004,2.039168057,253533906.2,2.915592491,20.59260748,5.233115176,1.59E+11,69.14779842,1.67E+11,76.15665593,6.835126983,1.898230769,6.682203252,61825153846,-13163000000,-10174538462,81803384615,166405594,1422000566,15.67343077,5293488846,27458296681,1.300379962,1.466089502,95833524468,5.648672154
3/3/2008,0,635.24,-0.26,9.973059186,87173619875,1.13E+11,7.538363248,-9.836833125,14.46482418,87.13534801,1.60E+15,1.55E+15,16478.28846,81.23847522,5.824590511,4.560289578,87.59190547,24.01467715,5.600877285,1.55E+11,149.7918269,87.59190547,11.61801282,21.97486784,6623846154,-8730000000,-4084153846,5301769231,54175957480,9.364962408,112.6329293,6.50370028,2.06674501,283018946.3,2.846811355,19.33118705,5.128345743,1.60E+11,68.55335166,1.67E+11,75.98532285,6.418484345,1.883846154,6.590953863,61395230769,-12878000000,-9850307692,80993076923,170777156.6,1428199663,15.57654615,5385335769,27938636994,1.307083244,1.466346693,95998968678,5.660466269
4/1/2008,0,520.99,-0.18,8.293654514,86828584115,1.13E+11,7.544177881,-9.476459836,14.02524176,87.57869627,1.63E+15,1.60E+15,16536.96795,80.32437107,5.67336832,4.784981281,89.1649503,24.18601024,5.580579311,1.56E+11,148.2832759,89.1649503,11.24721154,22.40064809,6563461538,-8547000000,-3978538462,5149692308,54353899513,7.919960373,112.5130911,6.119239557,2.094321963,312503986.5,2.77803022,18.06976661,5.023576311,1.61E+11,67.9589049,1.68E+11,75.81398976,6.001841707,1.869461538,6.499704473,60965307692,-12593000000,-9526076923,80182769231,175148719.2,1434398759,15.47966154,5477182692,28418977308,1.313786525,1.466603883,96164412887,5.672260383
5/5/2008,0,521.28,0,6.614249843,86483548355,1.13E+11,7.549992515,-9.116086548,13.58565934,88.02204453,1.66E+15,1.65E+15,16595.64743,79.41026691,5.522146129,5.009672984,90.73799514,24.35734333,5.560281337,1.56E+11,146.774725,90.73799514,10.87641026,22.82642835,6503076923,-8364000000,-3872923077,4997615385,54531841546,6.474958339,112.3932529,5.734778833,2.121898916,341989026.6,2.709249084,16.80834618,4.918806878,1.61E+11,67.36445814,1.68E+11,75.64265667,5.58519907,1.855076923,6.408455083,60535384615,-12308000000,-9201846154,79372461538,179520281.8,1440597855,15.38277692,5569029615,28899317622,1.320489807,1.466861073,96329857097,5.684054498
6/2/2008,0,407.94,-0.22,4.934845172,86138512595,1.13E+11,7.555807149,-8.755713259,13.14607692,88.46539279,1.69E+15,1.70E+15,16654.32692,78.49616275,5.370923938,5.234364687,92.31103997,24.52867642,5.539983363,1.57E+11,145.2661741,92.31103997,10.50560898,23.25220861,6442692308,-8181000000,-3767307692,4845538462,54709783579,5.029956305,112.2734147,5.350318109,2.149475869,371474066.8,2.640467949,15.54692574,4.814037445,1.62E+11,66.77001138,1.68E+11,75.47132358,5.168556432,1.840692308,6.317205693,60105461538,-12023000000,-8877615385,78562153846,183891844.4,1446796951,15.28589231,5660876538,29379657936,1.327193089,1.467118263,96495301307,5.695848613
7/1/2008,0,409.61,0,3.2554405,85793476836,1.14E+11,7.561621783,-8.395339971,12.70649451,88.90874105,1.73E+15,1.74E+15,16713.00641,77.5820586,5.219701748,5.45905639,93.8840848,24.7000095,5.519685388,1.57E+11,143.7576232,93.8840848,10.13480769,23.67798887,6382307692,-7998000000,-3661692308,4693461538,54887725613,3.584954271,112.1535766,4.965857386,2.177052822,400959106.9,2.571686813,14.28550531,4.709268013,1.63E+11,66.17556463,1.69E+11,75.2999905,4.751913794,1.826307692,6.225956304,59675538462,-11738000000,-8553384615,77751846154,188263407.1,1452996048,15.18900769,5752723462,29859998249,1.33389637,1.467375454,96660745516,5.707642728
8/1/2008,0,447.11,0.09,1.576035829,85448441076,1.14E+11,7.567436417,-8.034966682,12.26691209,89.35208931,1.76E+15,1.79E+15,16771.6859,76.66795444,5.068479557,5.683748093,95.45712963,24.87134259,5.499387414,1.58E+11,142.2490723,95.45712963,9.764006412,24.10376913,6321923077,-7815000000,-3556076923,4541384615,55065667646,2.139952237,112.0337384,4.581396662,2.204629775,430444147.1,2.502905678,13.02408487,4.60449858,1.64E+11,65.58111787,1.69E+11,75.12865741,4.335271156,1.811923077,6.134706914,59245615385,-11453000000,-8229153846,76941538462,192634969.7,1459195144,15.09212308,5844570385,30340338563,1.340599652,1.467632644,96826189726,5.719436843
9/3/2008,0,555.14,0.24,-0.103368842,85103405316,1.14E+11,7.573251051,-7.674593394,11.82732967,89.79543757,1.79E+15,1.84E+15,16830.36538,75.75385028,4.917257366,5.908439796,97.03017447,25.04267568,5.47908944,1.58E+11,140.7405214,97.03017447,9.393205129,24.52954939,6261538462,-7632000000,-3450461538,4389307692,55243609679,0.694950203,111.9139002,4.196935938,2.232206728,459929187.2,2.434124542,11.76266444,4.499729147,1.64E+11,64.98667111,1.69E+11,74.95732432,3.918628519,1.797538462,6.043457524,58815692308,-11168000000,-7904923077,76131230769,197006532.3,1465394240,14.99523846,5936417308,30820678877,1.347302934,1.467889834,96991633936,5.731230958
10/1/2008,0,454.41,-0.18,-1.782773514,84758369556,1.14E+11,7.579065684,-7.314220105,11.38774725,90.23878583,1.82E+15,1.89E+15,16889.04487,74.83974613,4.766035175,6.133131499,98.6032193,25.21400877,5.458791466,1.59E+11,139.2319704,98.6032193,9.022403847,24.95532964,6201153846,-7449000000,-3344846154,4237230769,55421551712,-0.750051832,111.794062,3.812475215,2.259783681,489414227.4,2.365343407,10.501244,4.394959715,1.65E+11,64.39222435,1.70E+11,74.78599123,3.501985881,1.783153846,5.952208134,58385769231,-10883000000,-7580692308,75320923077,201378094.9,1471593336,14.89835385,6028264231,31301019191,1.354006215,1.468147024,97157078145,5.743025072
11/3/2008,0,348.64,-0.23,-3.462178185,84413333796,1.15E+11,7.584880318,-6.953846817,10.94816484,90.68213409,1.85E+15,1.94E+15,16947.72436,73.92564197,4.614812985,6.357823202,100.1762641,25.38534185,5.438493491,1.59E+11,137.7234195,100.1762641,8.651602565,25.3811099,6140769231,-7266000000,-3239230769,4085153846,55599493746,-2.195053866,111.6742238,3.428014491,2.287360634,518899267.5,2.296562271,9.239823569,4.290190282,1.66E+11,63.79777759,1.70E+11,74.61465815,3.085343243,1.768769231,5.860958745,57955846154,-10598000000,-7256461538,74510615385,205749657.5,1477792433,14.80146923,6120111154,31781359504,1.360709497,1.468404215,97322522355,5.754819187
12/1/2008,0,314.71,-0.1,-5.141582857,84068298036,1.15E+11,7.590694952,-6.593473528,10.50858242,91.12548235,1.88E+15,1.99E+15,17006.40384,73.01153782,4.463590794,6.582514905,101.749309,25.55667494,5.418195517,1.60E+11,136.2148686,101.749309,8.280801282,25.80689016,6080384615,-7083000000,-3133615385,3933076923,55777435779,-3.6400559,111.5543856,3.043553768,2.314937587,548384307.7,2.227781136,7.978403135,4.18542085,1.66E+11,63.20333083,1.71E+11,74.44332506,2.668700606,1.754384615,5.769709355,57525923077,-10313000000,-6932230769,73700307692,210121220.1,1483991529,14.70458462,6211958077,32261699818,1.367412778,1.468661405,97487966564,5.766613302
1/2/2009,0,313.34,0,-5.663770982,84267463173,1.16E+11,7.957011346,-5.977082401,10.30486538,92.2173821,1.95E+15,2.09E+15,17184.14743,71.15161925,4.781145726,7.105155294,102.3247247,26.14755361,5.476769903,1.61E+11,133.1118083,102.3247247,8.162596154,26.50051168,6192307692,-6915384615,-3146153846,3876307692,56403299372,-4.043899999,111.010119,3.109412582,2.342774932,574142412.9,2.142269231,6.908558376,4.336625416,1.68E+11,61.96018905,1.72E+11,73.85244639,2.708532483,1.691538462,5.673299096,58260692308,-9841000000,-6428615385,73998000000,218788500.2,1520199726,14.67063077,6414474615,33680397056,1.355691867,1.457330486,98295456099,6.132630602
2/2/2009,0,297.52,-0.05,-4.506554437,84811664070,1.17E+11,8.317513107,-5.721064562,10.54073077,92.86593359,2.00E+15,2.14E+15,17303.21154,70.20580484,5.249922849,7.403103981,101.3270956,26.56709919,5.555642262,1.62E+11,131.5172988,101.3270956,8.415192308,26.76835295,6364615385,-6930769231,-3264307692,3971615385,56851220932,-3.002742064,110.5856905,3.55973212,2.343035324,570415478.1,2.125538462,7.100134052,4.592599415,1.69E+11,61.31149402,1.73E+11,73.43290081,3.165006997,1.643076923,5.668138227,59425384615,-9654000000,-6249230769,75106000000,223084217.7,1550208827,14.73356154,6525144231,34618753980,1.337267673,1.445742378,98937501424,6.486853787
3/2/2009,0,247.66,-0.17,-3.349337891,85355864967,1.17E+11,8.678014867,-5.465046723,10.77659615,93.51448508,2.04E+15,2.19E+15,17422.27564,69.25999043,5.718699972,7.701052667,100.3294665,26.98664477,5.634514622,1.63E+11,129.9227894,100.3294665,8.667788462,27.03619421,6536923077,-6946153846,-3382461538,4066923077,57299142491,-1.961584129,110.1612621,4.010051659,2.343295716,566688543.2,2.108807692,7.291709728,4.848573414,1.69E+11,60.662799,1.74E+11,73.01335523,3.621481512,1.594615385,5.662977358,60590076923,-9467000000,-6069846154,76214000000,227379935.2,1580217927,14.79649231,6635813846,35557110904,1.31884348,1.434154269,99579546749,6.841076972
4/1/2009,0,289.52,0.17,-2.192121346,85900065863,1.18E+11,9.038516627,-5.209028884,11.01246154,94.16303658,2.09E+15,2.24E+15,17541.33974,68.31417601,6.187477094,7.999001353,99.33183746,27.40619035,5.713386981,1.64E+11,128.32828,99.33183746,8.920384615,27.30403547,6709230769,-6961538462,-3500615385,4162230769,57747064051,-0.920426195,109.7368336,4.460371197,2.343556108,562961608.4,2.092076923,7.483285404,5.104547413,1.70E+11,60.01410397,1.76E+11,72.59380965,4.077956026,1.546153846,5.657816489,61754769231,-9280000000,-5890461538,77322000000,231675652.7,1610227028,14.85942308,6746483462,36495467828,1.300419286,1.422566161,1.00E+11,7.195300156
5/4/2009,0,336.64,0.16,-1.0349048,86444266760,1.19E+11,9.399018388,-4.953011045,11.24832692,94.81158807,2.13E+15,2.29E+15,17660.40385,67.3683616,6.656254217,8.29695004,98.33420838,27.82573593,5.792259341,1.65E+11,126.7337705,98.33420838,9.172980769,27.57187674,6881538462,-6976923077,-3618769231,4257538462,58194985611,0.12073174,109.3124052,4.910690735,2.3438165,559234673.5,2.075346154,7.67486108,5.360521412,1.71E+11,59.36540895,1.77E+11,72.17426407,4.534430541,1.497692308,5.65265562,62919461538,-9093000000,-5711076923,78430000000,235971370.2,1640236129,14.92235385,6857153077,37433824752,1.281995093,1.410978052,1.01E+11,7.549523341
6/1/2009,0,426.43,0.27,0.122311746,86988467657,1.20E+11,9.759520148,-4.696993206,11.48419231,95.46013956,2.17E+15,2.34E+15,17779.46795,66.42254719,7.12503134,8.594898726,97.3365793,28.24528151,5.8711317,1.66E+11,125.1392611,97.3365793,9.425576923,27.839718,7053846154,-6992307692,-3736923077,4352846154,58642907171,1.161889675,108.8879768,5.361010273,2.344076892,555507738.7,2.058615385,7.866436756,5.616495411,1.72E+11,58.71671393,1.78E+11,71.75471849,4.990905055,1.449230769,5.647494751,64084153846,-8906000000,-5531692308,79538000000,240267087.7,1670245230,14.98528462,6967822692,38372181676,1.2635709,1.399389944,1.02E+11,7.903746526
7/1/2009,0,430,0.01,1.279528291,87532668554,1.20E+11,10.12002191,-4.440975366,11.72005769,96.10869105,2.22E+15,2.39E+15,17898.53205,65.47673278,7.593808463,8.892847412,96.33895021,28.6648271,5.95000406,1.66E+11,123.5447517,96.33895021,9.678173077,28.10755926,7226153846,-7007692308,-3855076923,4448153846,59090828730,2.20304761,108.4635483,5.811329812,2.344337283,551780803.8,2.041884615,8.058012432,5.87246941,1.72E+11,58.0680189,1.79E+11,71.3351729,5.44737957,1.400769231,5.642333882,65248846154,-8719000000,-5352307692,80646000000,244562805.1,1700254330,15.04821538,7078492308,39310538601,1.245146706,1.387801835,1.02E+11,8.257969711
8/3/2009,0,467.93,0.09,2.436744837,88076869451,1.21E+11,10.48052367,-4.184957527,11.95592308,96.75724254,2.26E+15,2.44E+15,18017.59615,64.53091837,8.062585586,9.190796098,95.34132113,29.08437268,6.028876419,1.67E+11,121.9502423,95.34132113,9.930769231,28.37540052,7398461538,-7023076923,-3973230769,4543461538,59538750290,3.244205545,108.0391199,6.26164935,2.344597675,548053869,2.025153846,8.249588108,6.128443409,1.73E+11,57.41932388,1.80E+11,70.91562732,5.903854084,1.352307692,5.637173013,66413538462,-8532000000,-5172923077,81754000000,248858522.6,1730263431,15.11114615,7189161923,40248895525,1.226722513,1.376213727,1.03E+11,8.612192896
9/1/2009,0,547.69,0.17,3.593961383,88621070348,1.22E+11,10.84102543,-3.928939688,12.19178846,97.40579403,2.30E+15,2.49E+15,18136.66026,63.58510396,8.531362709,9.488744785,94.34369205,29.50391826,6.107748779,1.68E+11,120.3557328,94.34369205,10.18336538,28.64324179,7570769231,-7038461538,-4091384615,4638769231,59986671850,4.28536348,107.6146915,6.711968888,2.344858067,544326934.1,2.008423077,8.441163784,6.384417408,1.74E+11,56.77062886,1.81E+11,70.49608174,6.360328599,1.303846154,5.632012144,67578230769,-8345000000,-4993538462,82862000000,253154240.1,1760272532,15.17407692,7299831538,41187252449,1.20829832,1.364625618,1.03E+11,8.966416081
10/1/2009,0,568.99,0.04,4.751177928,89165271244,1.23E+11,11.20152719,-3.672921849,12.42765385,98.05434553,2.35E+15,2.54E+15,18255.72436,62.63928954,9.000139831,9.786693471,93.34606296,29.92346384,6.186621138,1.69E+11,118.7612234,93.34606296,10.43596154,28.91108305,7743076923,-7053846154,-4209538462,4734076923,60434593410,5.326521414,107.190263,7.162288426,2.345118459,540599999.3,1.991692308,8.63273946,6.640391407,1.75E+11,56.12193383,1.83E+11,70.07653616,6.816803113,1.255384615,5.626851275,68742923077,-8158000000,-4814153846,83970000000,257449957.6,1790281633,15.23700769,7410501154,42125609373,1.189874126,1.35303751,1.04E+11,9.320639265
11/2/2009,0,561.71,-0.01,5.908394474,89709472141,1.23E+11,11.56202895,-3.41690401,12.66351923,98.70289702,2.39E+15,2.59E+15,18374.78846,61.69347513,9.468916954,10.08464216,92.34843388,30.34300942,6.265493498,1.70E+11,117.166714,92.34843388,10.68855769,29.17892431,7915384615,-7069230769,-4327692308,4829384615,60882514969,6.367679349,106.7658346,7.612607965,2.345378851,536873064.4,1.974961538,8.824315136,6.896365406,1.75E+11,55.47323881,1.84E+11,69.65699058,7.273277628,1.206923077,5.621690406,69907615385,-7971000000,-4634769231,85078000000,261745675.1,1820290733,15.29993846,7521170769,43063966297,1.171449933,1.341449401,1.05E+11,9.67486245
12/1/2009,0,514.92,-0.08,7.065611019,90253673038,1.24E+11,11.92253071,-3.160886171,12.89938462,99.35144851,2.44E+15,2.64E+15,18493.85257,60.74766072,9.937694077,10.38259084,91.35080479,30.762555,6.344365857,1.71E+11,115.5722045,91.35080479,10.94115385,29.44676558,8087692308,-7084615385,-4445846154,4924692308,61330436529,7.408837284,106.3414061,8.062927503,2.345639243,533146129.6,1.958230769,9.015890812,7.152339405,1.76E+11,54.82454378,1.85E+11,69.237445,7.729752142,1.158461538,5.616529537,71072307692,-7784000000,-4455384615,86186000000,266041392.6,1850299834,15.36286923,7631840385,44002323221,1.153025739,1.329861293,1.05E+11,10.02908564
1/4/2010,0,517.05,0,7.953965603,91505729786,1.25E+11,11.6684691,-2.670898748,13.42898718,101.4367486,2.50E+15,2.72E+15,18758.82693,60.13096799,9.272636071,10.62748163,89.5523998,31.36306041,6.42246433,1.73E+11,114.84561,89.5523998,11.40911538,28.34751755,8286153846,-7052307692,-4599000000,5050307692,61572427751,8.61491743,105.3723308,8.255701088,2.464699253,526848699,2.019871795,9.935948472,7.351212742,1.78E+11,54.71464202,1.86E+11,68.63693959,7.965747437,1.101538462,5.563014319,74134615385,-7276461538,-3928923077,88963692308,276038287.8,2053417085,15.77712308,7821991000,45631841394,1.133937634,1.406272089,1.06E+11,10.3523557
2/1/2010,0,486.95,-0.06,7.68510364,92213585637,1.26E+11,11.05390573,-2.436929164,13.72272436,102.8734973,2.52E+15,2.75E+15,18904.73718,60.46008967,8.138800942,10.57442373,88.75162388,31.54402025,6.421690443,1.74E+11,115.713525,88.75162388,11.62448077,26.98042826,8312307692,-7004615385,-4634000000,5080615385,61366497413,8.779839641,104.8276839,7.998155135,2.583498872,524278203.4,2.09824359,10.66443046,7.29411208,1.79E+11,55.25343528,1.87E+11,68.45597975,7.745268218,1.093076923,5.51465997,76032230769,-6955923077,-3581846154,90633384615,281739465.5,2226525235,16.12844615,7901472000,46323002644,1.133273723,1.494270993,1.07E+11,10.32140258
3/1/2010,0,503.01,0.03,7.416241678,92921441488,1.26E+11,10.43934236,-2.202959579,14.01646154,104.3102459,2.55E+15,2.78E+15,19050.64744,60.78921135,7.004965813,10.52136582,87.95084797,31.72498008,6.420916557,1.75E+11,116.5814399,87.95084797,11.83984615,25.61333896,8338461538,-6956923077,-4669000000,5110923077,61160567074,8.944761852,104.283037,7.740609182,2.70229849,521707707.7,2.176615385,11.39291244,7.237011418,1.80E+11,55.79222854,1.87E+11,68.27501992,7.524788998,1.084615385,5.466305621,77929846154,-6635384615,-3234769231,92303076923,287440643.2,2399633385,16.47976923,7980953000,47014163893,1.132609811,1.582269898,1.07E+11,10.29044947
4/1/2010,0,508.18,0.01,7.147379715,93629297340,1.27E+11,9.824778988,-1.968989995,14.31019872,105.7469946,2.57E+15,2.80E+15,19196.55769,61.11833302,5.871130685,10.46830792,87.15007205,31.90593992,6.42014267,1.75E+11,117.4493549,87.15007205,12.05521154,24.24624967,8364615385,-6909230769,-4704000000,5141230769,60954636736,9.109684062,103.7383901,7.483063229,2.821098108,519137212,2.254987179,12.12139442,7.179910756,1.81E+11,56.3310218,1.87E+11,68.09406008,7.304309779,1.076153846,5.417951272,79827461538,-6314846154,-2887692308,93972769231,293141821,2572741535,16.83109231,8060434000,47705325143,1.131945899,1.670268802,1.08E+11,10.25949635
